year,country_id,gdp,pop_in_millions,nobel_prize_winners
2002,17,693.96,1137.98,327
2002,18,26766.22,482.0,98
2002,19,8611.29,798.88,395
2002,20,13244.65,177.36,76
2002,21,4741.73,172.58,318
2002,22,16797.58,154.46,277
2002,23,10522.54,478.41,72
2002,24,28299.47,1206.2,293
2002,25,7359.86,107.79,313
2002,26,26769.45,811.33,25
2002,27,3919.62,706.63,345
2002,28,1532.67,576.02,44
2002,29,12805.44,269.3,305
2002,30,26740.45,944.58,353
2002,31,20986.98,924.86,159
2002,32,9983.32,298.02,388
2002,33,20132.69,800.69,386
2002,34,22937.56,852.12,47
2002,35,24389.27,1379.61,239
2002,36,2935.94,466.28,329
2002,37,21312.27,698.63,118
2002,38,28424.5,216.44,315
2002,39,7756.42,545.81,93
2002,40,20994.45,998.11,403
2002,41,25826.53,487.82,249
2002,42,927.32,713.53,179
2002,43,14369.99,1268.8,144
2002,44,23042.89,907.06,65
2002,45,15248.33,609.12,365
2002,46,23906.8,489.48,332
2002,47,2146.3,453.88,236
2002,48,12036.48,620.75,317
2002,49,7325.86,239.37,246
2002,50,11526.82,511.73,416
2004,1,20827.91,647.29,222
2004,2,17024.99,513.96,355
2004,3,7099.91,994.26,39
2004,4,22186.22,1068.15,428
2004,5,14609.18,888.65,237
2004,6,9774.84,147.38,227
2004,7,5301.7,1433.87,35
2004,8,17955.81,1028.58,305
2004,9,23144.87,568.99,253
2004,10,19356.77,93.16,111
2004,11,24514.67,1331.01,386
2004,12,19091.26,1.28,75
2004,13,19833.22,680.01,149
2004,14,11711.68,867.32,100
2004,15,6185.74,1316.26,153
2004,16,17116.89,1369.89,155
2004,17,27556.68,1405.08,367
2004,18,29477.76,517.05,45
2004,19,17490.15,917.62,261
2004,20,12137.84,192.21,150
2004,21,1891.07,1351.71,27
2004,22,45.28,840.49,183
2004,23,3308.76,424.03,15
2004,24,7072.53,1053.63,201
2004,25,18763.92,1067.95,207
2004,26,11459.32,818.13,339
2004,27,5218.83,209.46,284
2004,28,11550.16,1386.8,430
2004,29,12528.72,433.42,446
2004,30,20108.58,202.28,36
2004,31,19458.71,216.85,249
2004,32,19744.64,1462.49,69
2004,33,2558.21,963.72,212
2004,34,25807.38,1340.48,356
2004,35,18140.8,639.13,92
2004,36,13642.74,636.76,419
2004,37,13512.37,533.61,95
2004,38,12754.66,12.14,255
2004,39,25407.18,355.89,256
2004,40,8092.13,1389.92,295
2004,41,11021.76,1467.37,290
2004,42,14508.38,553.5,297
2004,43,14456.36,1036.06,72
2004,44,21910.96,790.09,439
2004,45,29510.38,1168.53,238
2004,46,15518.15,785.51,312
2004,47,2671.62,709.2,379
2004,48,19918.83,1003.41,350
2004,49,19017.96,1197.35,159
2004,50,18398.91,1355.47,273
2006,1,23360.24,703.83,262
2006,2,27183.53,861.37,169
2006,3,12642.06,1440.91,408
2006,4,8852.65,252.09,355
2006,5,27687.48,1124.39,372
2006,6,23554.95,391.4,322
2006,7,14205.35,254.45,26
2006,8,19696.47,438.34,377
2006,9,18737.02,430.94,42
2006,10,3822.1,116.22,401
2006,11,8349.91,199.68,143
2006,12,8271.01,386.18,379
2006,13,3364.25,262.75,302
2006,14,22174.24,989.07,189
2006,15,24239.06,392.62,358
2006,16,7101.15,272.03,270
2006,17,25863.19,514.93,43
2006,18,29021.02,893.72,420
2006,19,4641.43,744.43,211
2006,20,23115.63,357.68,225
2006,21,21785.45,251.76,295
2006,22,22036.15,518.27,328
2006,23,7946.58,1229.48,26
2006,24,5044.66,598.72,154
2006,25,14298.46,1422.43,272
2006,26,7025.17,1025.58,199
2006,27,14248.2,218.58,445
2006,28,13053.34,433.9,408
2006,29,13475.64,1018.06,271
2006,30,20492.63,62.49,272
2006,31,19129.98,1434.32,221
2006,32,18322.36,978.45,139
2006,33,10062.32,401.36,50
2006,34,7675.21,876.68,236
2006,35,23199.07,1123.89,375
2006,36,20163.26,1155.98,266
2006,37,10135.45,1035.73,92
2006,38,9411.83,16.86,4
2006,39,24954.05,18.93,50
2006,40,15767.42,1028.56,179
2006,41,6598.1,425.66,98
2006,42,1040.57,929.48,29
2006,43,28156.39,985.25,427
2006,44,6520.41,899.48,62
2006,45,21248.09,180.85,438
2006,46,18148.48,564.56,391
2006,47,26998.92,849.54,94
2006,48,26882.13,1043.78,129
2006,49,8851.17,991.06,38
2006,50,19170.64,1384.12,141
2008,1,23085.39,1038.64,341
2008,2,23101.02,485.78,82
2008,3,23426.32,416.65,31
2008,4,11496.31,499.65,30
2008,5,7761.99,1219.39,91
2008,6,13228.43,738.09,102
2008,7,18316.85,268.48,251
2008,8,3270.75,811.41,220
2008,9,6567.23,965.36,226
2008,10,21467.7,155.83,37
2008,11,2130.96,1091.59,397
2008,12,13387.54,1344.87,76
2008,13,19592.9,2.3,19
2008,14,19944.88,400.39,358
2008,15,9908.33,587.6,1
2008,16,15471.18,1409.93,251
2008,17,14354.62,606.47,372
2008,18,23432.49,1178.29,276
2008,19,6790.89,577.25,352
2008,20,24542.94,723.62,290
2008,21,16068.42,1487.41,170
2008,22,20461.44,601.52,323
2008,23,29910.53,970.96,187
2008,24,16048.1,1441.43,41
2008,25,25238.62,1140.92,148
2008,26,19440.82,265.75,20
2008,27,29026.04,991.44,153
2008,28,20882.55,1344.79,322
2008,29,20671.5,730.27,323
2008,30,13150.75,285.01,18
2008,31,5808.92,1079.89,303
2008,32,7169.78,583.76,405
2008,33,16225.75,462.29,273
2008,34,28949.32,1217.86,8
2008,35,1130.54,85.03,403
2008,36,21635.94,608.86,108
2008,37,24216.97,1001.31,234
2008,38,28203.89,1305.43,274
2008,39,4485.63,869.44,36
2008,40,1125.59,213.24,334
2008,41,591.51,1360.86,316
2008,42,1393.13,1052.24,66
2008,43,450.67,949.36,157
2008,44,24625.76,146.84,312
2008,45,5137.27,886.97,418
2008,46,24527.76,172.16,304
2008,47,23979.27,331.64,411
2008,48,6095.18,506.68,427
2008,49,29466.14,1017.92,166
2008,50,3641.66,1026.45,279
2010,1,4137.14,1254.8,406
2010,2,6412.69,69.33,88
2010,3,10078.4,182.0,72
2010,4,22731.35,252.91,189
2010,5,16611.16,658.55,297
2010,6,1240.15,150.85,433
2010,7,18973.19,564.82,80
2010,8,488.6,730.96,3
2010,9,236.58,1389.28,361
2010,10,19559.64,1330.49,213
2010,11,20811.24,1188.57,243
2010,12,20776.9,310.03,327
2010,13,8143.07,676.18,122
2010,14,28143.93,916.2,19
2010,15,17896.23,1076.08,313
2010,16,28509.94,941.16,400
2010,17,9049.97,628.76,285
2010,18,7084.46,177.14,271
2010,19,29304.21,928.76,441
2010,20,22838.62,810.04,112
2010,21,13937.2,940.07,106
2010,22,8307.27,291.38,407
2010,23,4493.54,1265.83,242
2010,24,14935.49,240.48,22
2010,25,1639.75,546.93,107
2010,26,13051.46,502.11,412
2010,27,26704.59,680.27,53
2010,28,22217.7,1387.37,90
2010,29,4758.21,44.57,263
2010,30,3499.63,1342.72,369
2010,31,13355.73,870.06,214
2010,32,5978.57,1015.6,166
2010,33,6917.3,166.09,116
2010,34,2959.96,1106.88,445
2010,35,6014.68,1337.16,37
2010,36,14140.29,727.13,223
2010,37,4365.34,1391.9,232
2010,38,5358.26,560.85,234
2010,39,21600.24,948.4,138
2010,40,6082.28,191.69,354
2010,41,17068.6,421.63,56
2010,42,25552.51,688.41,87
2010,43,22814.98,330.56,151
2010,44,18117.01,1184.53,326
2010,45,28583.75,1358.46,295
2010,46,29104.67,1282.65,44
2010,47,12362.65,783.13,441
2010,48,29870.02,887.78,428
2010,49,13893.63,22.74,219
2010,50,22090.64,370.73,167
2012,1,13038.78,334.39,302
2012,2,28388.65,1370.72,2
2012,3,12544.8,67.29,240
2012,4,22009.62,756.82,217
2012,5,15943.03,719.42,408
2012,6,20905.67,147.9,253
2012,7,7230.53,838.17,6
2012,8,20800.93,610.52,111
2012,9,3998.71,444.39,331
2012,10,29968.57,24.88,342
2012,11,9159.0,1055.25,439
2012,12,17120.02,875.91,232
2012,13,13923.54,208.8,360
2012,14,12172.7,1185.0,189
2012,15,18811.79,1056.15,0
2012,16,25814.27,106.98,353
2012,17,10000.53,50.04,218
2012,18,22591.58,1047.38,313
2012,19,16282.2,1191.92,403
2012,20,20546.26,931.06,171
2012,21,22078.11,83.16,345
2012,22,10932.44,78.29,196
2012,23,10980.41,929.08,187
2012,24,11005.66,972.61,360
2012,25,2028.84,1064.3,104
2012,26,4169.41,503.06,276
2012,27,3424.46,718.26,385
2012,28,17411.98,1438.7,107
2012,29,22600.14,1141.57,164
2012,30,10594.3,401.77,348
2012,31,12699.42,82.64,190
2012,32,10369.89,729.85,269
2012,33,24890.2,705.78,272
2012,34,20355.68,799.75,149
2012,35,13570.31,552.85,344
2012,36,28362.05,1213.39,33
2012,37,5666.84,1326.08,44
2012,38,2423.51,1347.02,147
2012,39,28748.53,116.34,84
2012,40,8292.76,1045.93,254
2012,41,4531.93,307.18,321
2012,42,700.25,625.39,349
2012,43,16252.22,198.91,177
2012,44,12615.5,1106.83,10
2012,45,8759.67,95.36,446
2012,46,24063.63,1252.59,266
2012,47,19347.27,618.13,175
2012,48,19679.7,1180.45,248
2012,49,17808.85,1045.6,431
2012,50,16463.09,687.55,290
2014,1,3975.99,1184.23,87
2014,2,23682.25,340.95,190
2014,3,29122.31,1154.85,24
2014,4,4467.18,427.29,85
2014,5,18566.53,242.02,274
2014,6,8571.69,1459.84,429
2014,7,21249.17,1357.16,406
2014,8,4621.47,357.62,21
2014,9,29813.32,862.21,225
2014,10,7827.01,277.56,287
2014,11,21219.89,998.66,176
2014,12,4455.37,673.2,83
2014,13,16018.62,183.11,12
2014,14,12148.78,749.63,74
2014,15,28434.72,1391.79,79
2014,16,148.74,1108.0,259
2014,17,9951.79,1058.47,242
2014,18,26881.4,1454.44,386
2014,19,29421.08,861.02,75
2014,20,23991.29,1093.09,226
2014,21,10173.76,169.36,245
2014,22,27007.23,210.0,282
2014,23,3523.95,38.17,316
2014,24,25229.49,669.51,47
2014,25,9804.47,912.62,99
2014,26,17511.27,333.99,392
2014,27,8352.26,34.8,275
2014,28,25486.55,1015.92,44
2014,29,29275.67,592.24,251
2014,30,9546.38,908.01,28
2014,31,27255.24,542.24,75
2014,32,21484.59,642.03,197
2014,33,11197.48,427.69,179
2014,34,9256.4,668.92,287
2014,35,2646.21,1092.05,227
2014,36,22251.0,624.0,226
2014,37,8673.25,1208.7,217
2014,38,21863.59,621.88,427
2014,39,17623.66,130.03,106
2014,40,9110.87,1482.59,268
2014,41,29599.42,100.11,302
2014,42,22688.3,133.58,209
2014,43,19171.4,410.72,89
2014,44,16683.3,1065.66,386
2014,45,27447.87,299.69,426
2014,46,11465.45,831.25,21
2014,47,24687.52,453.69,299
2014,48,9131.35,839.36,237
2014,49,6751.12,1187.04,78
2014,50,7895.06,1434.08,427
2016,1,19104.09,187.14,340
2016,2,26782.74,626.32,251
2016,3,27205.66,967.53,14
2016,4,3598.25,416.55,34
2016,5,17974.76,543.28,246
2016,6,16975.93,1302.65,321
2016,7,20583.67,1461.41,418
2016,8,3605.12,769.28,294
2016,9,546.0,390.05,297
2016,10,1774.14,480.2,449
2016,11,20804.63,536.72,27
2016,12,8194.66,629.85,182
2016,13,1480.47,438.2,327
2016,14,28090.78,771.29,392
2016,15,18848.34,1147.27,306
2016,16,22583.8,816.02,446
2016,17,9499.99,1267.65,409
2016,18,9046.15,1028.48,352
2016,19,10888.43,802.1,180
2016,20,24702.98,20.33,265
2016,21,8456.9,1168.43,210
2016,22,10222.59,1366.27,52
2016,23,6551.93,755.57,425
2016,24,5668.74,1345.69,314
2016,25,20695.79,1428.79,433
2016,26,15972.23,827.12,387
2016,27,24081.36,626.6,39
2016,28,3514.64,197.72,8
2016,29,14395.96,468.05,185
2016,30,4187.64,663.46,305
2016,31,15703.17,1455.2,88
2016,32,21302.65,44.11,417
2016,33,3575.53,193.94,355
2016,34,4287.93,340.64,64
2016,35,6311.03,1471.68,217
2016,36,20730.73,1176.26,39
2016,37,583.82,726.9,220
2016,38,1294.66,162.62,406
2016,39,19800.47,890.17,240
2016,40,3585.29,380.27,33
2016,41,9063.34,16.4,49
2016,42,23475.48,1380.23,105
2016,43,17636.34,300.84,343
2016,44,10558.98,137.08,433
2016,45,22391.02,416.79,296
2016,46,10448.14,241.68,256
2016,47,23428.45,919.82,258
2016,48,17115.66,149.56,296
2016,49,22902.06,793.73,366
2016,50,5762.59,423.5,386
2018,1,16123.05,1460.4,50
2018,2,27728.48,1380.8,435
2018,3,21238.53,550.33,301
2018,4,5570.07,1010.62,54
2018,5,5441.84,532.88,194
2018,6,12734.27,771.86,208
2018,7,3403.11,1476.93,63
2018,8,13987.73,780.07,253
2018,9,22872.96,1057.39,285
2018,10,21669.65,124.29,252
2018,11,3489.36,426.13,307
2018,12,22090.51,1030.88,430
2018,13,13329.8,831.32,148
2018,14,29549.17,642.51,438
2018,15,2106.88,1261.75,243
2018,16,28173.68,551.79,6
2018,17,29961.73,737.98,53
2018,18,11903.17,784.47,346
2018,19,2568.48,215.91,205
2018,20,20857.21,1466.38,379
2018,21,27760.2,1466.8,33
2018,22,10924.03,299.43,102
2018,23,17856.93,1486.0,62
2018,24,7001.43,637.63,255
2018,25,8369.98,1070.53,297
2018,26,17817.63,1134.7,410
2018,27,19322.06,600.95,243
2018,28,20006.98,1425.26,248
2018,29,15352.21,221.91,232
2018,30,3258.94,376.78,254
2018,31,6940.04,1413.66,15
2018,32,3006.11,80.23,34
2018,33,14954.08,41.1,91
2018,34,11491.34,1019.13,78
2018,35,9096.52,935.23,389
2018,36,2313.99,1127.66,392
2018,37,14775.78,699.57,150
2018,38,19869.56,735.89,133
2018,39,16282.29,1214.41,276
2018,40,16407.67,1428.92,16
2018,41,29721.53,1320.31,60
2018,42,11521.22,472.52,192
2018,43,13287.83,54.94,90
2018,44,16708.86,1290.68,155
2018,45,26543.31,247.05,220
2018,46,4051.96,1073.87,249
2018,47,22925.05,853.71,251
2018,48,19809.16,1028.38,292
2018,49,14105.16,843.82,80
2018,50,15210.42,587.69,253
2020,1,17739.53,567.32,346
2020,2,10595.86,1466.7,164
2020,3,1861.49,886.1,65
2020,4,25111.29,523.97,379
2020,5,17527.33,1148.03,320
2020,6,10250.87,146.93,176
2020,7,29758.53,618.48,28
2020,8,19843.98,372.17,331
2020,9,9376.74,128.33,352
2020,10,1983.7,458.06,172
2020,11,5109.98,808.09,19
2020,12,13838.06,1295.19,290
2020,13,15452.5,632.34,10
2020,14,20884.84,882.4,162
2020,15,11344.57,586.06,293
2020,16,2949.82,733.05,353
2020,17,20259.84,504.62,257
2020,18,24347.49,1001.41,85
2020,19,18452.54,545.64,223
2020,20,6068.72,953.53,403
2020,21,2278.13,1275.65,109
2020,22,8634.92,72.25,293
2020,23,12072.78,339.6,380
2020,24,28739.07,1076.84,296
2020,25,2860.11,505.92,34
2020,26,17001.52,797.06,218
2020,27,6307.98,1193.68,333
2020,28,24715.69,757.45,153
2020,29,12998.66,810.38,102
2020,30,12441.14,377.65,263
2020,31,13607.79,1145.4,92
2020,32,26429.28,942.14,264
2020,33,25884.04,865.69,109
2020,34,19830.97,1236.04,239
2020,35,8052.72,957.25,414
2020,36,18440.38,1153.91,222
2020,37,28040.39,1090.2,30
2020,38,15677.64,547.05,75
2020,39,7226.41,1119.9,391
2020,40,9022.26,653.65,163
2020,41,25808.37,1366.8,324
2020,42,6122.67,619.25,421
2020,43,8625.6,241.72,351
2020,44,18044.94,609.39,58
2020,45,4515.87,42.53,408
2020,46,24820.32,696.78,286
2020,47,29738.97,633.61,18
2020,48,6075.68,409.8,14
2020,49,7766.74,1205.5,337
2020,50,16530.17,966.8,21
2022,1,28914.33,729.28,10
2022,2,1678.71,1344.86,160
2022,3,18055.96,1300.89,208
2022,4,26905.26,1007.84,46
2022,5,11918.91,1259.88,431
2022,6,4233.99,168.79,376
2022,7,15017.45,181.84,340
2022,8,24872.87,1424.56,268
2022,9,7569.21,1326.96,121
2022,10,18002.64,1160.01,160
2022,11,9891.99,876.91,199
2022,12,24179.13,1116.19,216
2022,13,6555.89,161.11,109
2022,14,29098.31,659.77,130
2022,15,25889.74,84.83,273
2022,16,11253.66,1423.12,162
2022,17,16381.44,712.81,126
2022,18,28900.19,1319.27,74
2022,19,10902.68,1073.79,420
2022,20,9258.98,968.45,310
2022,21,1063.59,1109.44,409
2022,22,28226.63,1036.33,403
2022,23,20154.53,380.22,196
2022,24,9291.87,1437.77,185
2022,25,27096.65,1028.19,273
2022,26,26011.25,1286.61,198
2022,27,255.83,1441.16,130
2022,28,9040.63,1404.55,387
2022,29,7079.1,316.37,82
2022,30,27478.41,947.4,450
2022,31,24371.19,967.0,404
2022,32,1035.77,1299.8,421
2022,33,23388.11,738.05,377
2022,34,12400.58,1261.9,367
2022,35,12682.53,1377.9,51
2022,36,24735.54,1048.02,259
2022,37,2009.69,631.88,373
2022,38,24406.57,1106.94,232
2022,39,20862.4,1143.2,328
2022,40,19254.94,945.6,405
2022,41,19240.14,5.61,102
2022,42,18856.32,471.27,42
2022,43,3342.63,375.16,365
2022,44,29090.54,1246.1,390
2022,45,3920.19,891.43,210
2022,46,23783.42,479.78,244
2022,47,26207.71,201.13,88
2022,48,20630.26,1240.33,409
2022,49,8468.28,127.51,188
2022,50,5473.04,1314.71,427
2024,1,26532.56,337.51,11
2024,2,27694.91,971.01,320
2024,3,6876.64,134.38,236
2024,4,5964.02,1052.19,86
2024,5,1512.49,927.39,307
2024,6,7819.53,134.5,188
2024,7,5120.28,851.3,7
2024,8,21563.13,653.3,232
2024,9,24821.18,741.73,114
2024,10,21412.64,286.63,441
2024,11,24406.1,400.04,382
2024,12,14835.16,196.17,438
2024,13,6214.05,324.13,421
2024,14,8503.36,1016.11,214
2024,15,5427.49,1188.9,14
2024,16,8719.98,393.44,316
2024,17,13540.28,373.23,298
2024,18,20534.33,687.79,5
2024,19,14077.07,1307.29,354
2024,20,11938.69,319.11,196
2024,21,21259.43,1104.42,131
2024,22,2210.21,835.94,26
2024,23,9999.22,353.03,181
2024,24,29902.25,1409.04,410
2024,25,17955.0,1122.61,23
2024,26,180.72,757.31,195
2024,27,9089.17,592.65,189
2024,28,3984.5,1338.45,21
2024,29,17423.0,391.18,257
2024,30,14795.34,509.43,239
2024,31,3974.95,476.66,271
2024,32,12999.23,391.35,160
2024,33,1343.98,192.68,446
2024,34,29201.68,422.22,184
2024,35,27788.59,425.11,448
2024,36,7911.23,1244.55,135
2024,37,15518.84,654.23,84
2024,38,9479.98,1491.85,391
2024,39,28502.52,833.96,336
2024,40,19106.83,660.54,96
2024,41,4475.65,345.56,18
2024,42,14118.02,246.17,239
2024,43,13104.17,1492.81,253
2024,44,1242.94,535.42,363
2024,45,16834.42,687.18,57
2024,46,25378.23,1300.45,63
2024,47,10501.14,306.4,145
2024,48,5436.04,253.27,260
2024,49,24680.7,845.31,339
2024,50,17578.61,875.74,2
